trip_id,date,time,transport_type,route_id,origin_station,destination_station,scheduled_departure,scheduled_arrival,actual_departure_delay_min,actual_arrival_delay_min,weather_condition,temperature_C,humidity_percent,wind_speed_kmh,precipitation_mm,event_type,event_attendance_est,traffic_congestion_index,holiday,peak_hour,weekday,season,delayed
T07129,2023-10-25,07:27:43,Tram,Route_12,Station_15,Station_8,13:06:14,14:03:20,12.9,25.8,Snow,10.4,45.9,9.9,20.6,Concert,24143,81,0,1,1,Spring,1
T07130,2023-10-25,07:48:25,Train,Route_9,Station_34,Station_31,13:41:34,13:49:56,1.3,1.3,Clear,12.3,27.0,77.1,0.1,None,0,72,0,1,4,Autumn,0
T07131,2023-10-25,00:48:49,Tram,Route_10,Station_48,Station_41,12:48:54,13:44:48,3.6,28.6,Snow,21.8,53.6,76.8,12.1,None,0,49,0,0,2,Autumn,1
T07132,2023-10-25,17:44:34,Train,Route_8,Station_37,Station_31,11:02:02,12:28:54,4.8,43.4,Clear,17.7,39.3,45.3,0.6,Festival,26365,40,0,1,2,Autumn,1
T07133,2023-10-25,21:19:20,Train,Route_14,Station_18,Station_50,16:17:36,16:01:12,11.9,23.4,Rain,37.1,35.0,0.5,27.1,None,0,69,0,0,5,Autumn,1
T07134,2023-10-25,13:37:01,Train,Route_18,Station_22,Station_32,20:34:54,20:48:54,15.3,16.5,Fog,35.8,35.4,69.3,0.5,None,0,64,0,0,5,Winter,1
T07135,2023-10-25,21:36:50,Bus,Route_19,Station_6,Station_45,22:54:14,22:36:39,3.7,14.2,Rain,15.2,39.9,72.0,19.2,Sports,18450,14,0,0,6,Autumn,1
T07136,2023-10-25,09:02:59,Tram,Route_10,Station_8,Station_14,18:45:54,18:24:55,13.5,20.8,Storm,32.2,63.2,11.1,26.5,None,0,31,0,1,5,Winter,1
T07137,2023-10-25,16:08:09,Metro,Route_17,Station_14,Station_17,21:10:04,21:49:13,-1.7,0.6,Clear,36.1,20.1,38.4,1.4,Sports,4675,45,0,0,1,Autumn,0
T07138,2023-10-25,20:21:36,Train,Route_14,Station_20,Station_41,19:52:41,19:03:27,2.3,-2.2,Clear,27.6,69.4,74.5,1.3,Sports,45451,20,0,0,5,Winter,0
T07139,2023-10-25,17:40:51,Bus,Route_4,Station_50,Station_34,12:05:11,12:25:55,8.9,38.5,Clear,26.4,76.3,67.5,1.2,Concert,8909,71,0,1,4,Winter,1
T07140,2023-10-25,03:38:58,Tram,Route_16,Station_44,Station_25,07:54:09,07:29:01,2.9,46.2,Fog,20.4,77.2,76.4,0.4,Concert,9458,91,0,0,0,Summer,1
T07141,2023-10-25,23:38:36,Bus,Route_8,Station_6,Station_48,19:06:53,19:00:22,11.9,17.9,Snow,26.2,60.6,56.9,12.4,None,0,35,0,0,1,Spring,1
T07142,2023-10-25,00:55:25,Train,Route_13,Station_17,Station_39,20:11:50,20:38:38,-0.6,-0.4,Clear,1.7,57.1,20.4,0.5,None,0,28,0,0,3,Autumn,0
T07143,2023-10-25,02:24:13,Train,Route_15,Station_3,Station_15,16:04:23,16:17:25,7.9,27.5,Rain,4.3,68.1,56.9,33.6,Concert,36293,100,0,0,2,Spring,1
T07144,2023-10-25,04:25:04,Bus,Route_19,Station_4,Station_31,22:47:18,23:58:38,-1.4,-0.3,Cloudy,11.5,43.9,34.5,1.2,Festival,37304,67,0,0,5,Summer,0
T07145,2023-10-25,17:34:24,Bus,Route_19,Station_19,Station_20,14:32:42,15:55:53,7.3,51.5,Storm,37.5,29.2,56.4,20.3,None,0,82,0,1,5,Summer,1
T07146,2023-10-25,21:12:30,Tram,Route_17,Station_48,Station_21,12:58:56,13:25:25,10.6,46.1,Cloudy,8.4,60.7,38.0,0.1,Protest,41196,68,0,0,1,Autumn,1
T07147,2023-10-25,12:06:21,Train,Route_11,Station_10,Station_41,09:07:45,10:43:38,16.0,50.4,Storm,0.8,89.4,68.2,27.1,None,0,100,1,0,0,Autumn,1
T07148,2023-10-25,08:36:28,Tram,Route_9,Station_35,Station_34,14:23:34,15:15:55,3.9,48.3,Fog,15.8,58.9,49.0,1.1,Festival,13260,86,0,1,1,Summer,1
T07149,2023-10-25,11:40:57,Tram,Route_9,Station_20,Station_1,12:09:55,12:45:08,13.5,31.2,Storm,10.3,42.4,30.3,10.3,None,0,52,0,0,6,Spring,1
T07150,2023-10-25,16:19:05,Tram,Route_20,Station_28,Station_29,12:27:34,12:49:15,2.4,-2.2,Rain,39.6,36.9,21.4,12.9,Parade,36698,44,0,0,6,Summer,0
T07151,2023-10-25,05:10:06,Metro,Route_5,Station_44,Station_33,12:26:34,12:13:44,2.7,-0.5,Cloudy,12.4,25.3,58.0,1.5,Festival,29117,64,0,0,3,Summer,0
T07152,2023-10-25,05:43:35,Tram,Route_11,Station_42,Station_26,08:31:25,08:29:03,4.5,22.9,Snow,20.3,94.0,70.2,30.9,Protest,34342,34,0,0,5,Autumn,1
T07153,2023-10-26,07:11:02,Bus,Route_14,Station_42,Station_15,08:19:57,08:01:31,7.4,30.7,Cloudy,38.4,46.2,75.3,0.7,Protest,49608,15,0,1,3,Winter,1
T07154,2023-10-26,11:52:44,Train,Route_1,Station_21,Station_33,08:00:06,08:06:47,2.6,0.9,Cloudy,35.1,91.9,72.1,0.4,None,0,18,0,0,6,Winter,0
T07155,2023-10-26,17:38:31,Tram,Route_13,Station_3,Station_48,18:48:37,18:43:20,4.2,29.9,Cloudy,35.6,95.6,2.2,1.1,Protest,29402,91,1,1,1,Spring,1
T07156,2023-10-26,12:01:11,Tram,Route_6,Station_50,Station_5,10:07:33,10:33:52,4.5,37.2,Snow,30.6,55.6,48.7,27.0,None,0,81,0,0,3,Spring,1
T07157,2023-10-26,02:12:04,Metro,Route_6,Station_50,Station_31,19:20:16,19:00:50,15.3,23.2,Rain,11.3,53.8,57.5,32.8,Concert,36922,25,1,0,1,Autumn,1
T07158,2023-10-26,05:58:24,Metro,Route_13,Station_43,Station_46,11:35:34,12:01:37,3.9,42.9,Clear,29.8,45.3,17.4,0.6,Festival,14239,93,0,0,0,Spring,1
T07159,2023-10-26,01:18:13,Bus,Route_1,Station_24,Station_21,08:03:24,09:31:55,7.9,15.5,Snow,21.9,71.0,24.6,24.7,Parade,32221,32,0,0,1,Winter,1
T07160,2023-10-26,09:14:18,Bus,Route_4,Station_15,Station_17,06:19:19,06:58:04,15.1,19.5,Cloudy,11.3,37.1,57.8,0.2,Festival,20360,46,0,1,0,Winter,1
T07161,2023-10-26,12:42:33,Bus,Route_10,Station_9,Station_13,13:48:08,13:17:41,4.4,25.5,Clear,18.9,47.0,74.8,1.4,Festival,40028,49,0,0,6,Autumn,1
T07162,2023-10-26,06:04:29,Train,Route_12,Station_19,Station_12,06:53:53,06:03:35,2.1,3.6,Clear,33.9,43.6,15.7,0.6,Parade,20313,36,0,0,4,Summer,0
T07163,2023-10-26,01:03:23,Metro,Route_3,Station_17,Station_20,19:43:00,19:26:12,2.8,-2.4,Clear,-2.0,50.0,59.7,0.9,None,0,11,0,0,3,Autumn,0
T07164,2023-10-26,02:33:00,Train,Route_8,Station_14,Station_39,16:02:50,17:15:11,2.9,45.2,Rain,35.4,26.0,34.1,22.0,None,0,34,0,0,5,Spring,1
T07165,2023-10-26,16:10:20,Metro,Route_7,Station_48,Station_10,13:24:11,13:13:19,11.4,46.2,Clear,27.0,62.3,24.9,1.2,None,0,64,0,0,3,Winter,1
T07166,2023-10-26,10:55:58,Tram,Route_11,Station_33,Station_12,16:36:59,17:13:54,6.9,21.9,Clear,9.7,27.3,23.5,0.2,None,0,92,0,0,2,Spring,1
T07167,2023-10-26,23:26:25,Metro,Route_7,Station_12,Station_50,05:32:58,06:01:51,13.3,24.0,Cloudy,13.1,82.7,65.9,0.3,Sports,14307,49,1,0,3,Winter,1
T07168,2023-10-26,13:10:07,Metro,Route_1,Station_32,Station_50,08:59:31,08:48:25,-0.7,-1.0,Snow,14.4,53.6,4.6,7.2,Protest,23837,45,0,0,2,Winter,0
T07169,2023-10-26,07:08:34,Tram,Route_11,Station_36,Station_12,14:28:40,15:21:56,8.0,21.2,Rain,14.5,78.9,59.9,28.5,Sports,5491,99,0,1,2,Autumn,1
T07170,2023-10-26,02:26:30,Train,Route_17,Station_27,Station_22,09:33:30,10:34:49,12.3,17.3,Cloudy,-4.1,30.4,20.8,0.2,Parade,5133,76,0,0,5,Spring,1
T07171,2023-10-26,17:47:04,Train,Route_12,Station_48,Station_21,20:15:53,20:31:18,10.6,41.9,Rain,3.1,66.3,25.3,29.7,Festival,42036,90,0,1,6,Winter,1
T07172,2023-10-26,08:24:57,Train,Route_8,Station_49,Station_15,14:20:33,14:18:56,10.7,39.6,Clear,14.6,35.3,57.0,0.5,Sports,5617,66,0,1,1,Winter,1
T07173,2023-10-26,14:55:13,Train,Route_10,Station_22,Station_8,19:20:49,19:44:34,6.4,20.9,Snow,-0.9,66.4,39.2,18.3,Protest,12968,51,0,0,5,Spring,1
T07174,2023-10-26,11:08:55,Tram,Route_3,Station_24,Station_4,17:47:24,17:44:33,2.2,2.2,Clear,1.3,53.8,4.6,0.6,Sports,38402,54,0,0,0,Autumn,0
T07175,2023-10-26,01:13:19,Bus,Route_5,Station_11,Station_31,15:40:25,15:35:12,3.0,3.9,Clear,36.8,71.7,63.3,1.4,None,0,19,0,0,5,Summer,0
T07176,2023-10-26,22:27:52,Tram,Route_9,Station_40,Station_3,22:18:55,23:39:56,-1.2,0.4,Cloudy,20.5,27.3,36.4,0.5,Protest,16725,35,0,0,6,Summer,0
T07177,2023-10-27,02:45:42,Metro,Route_12,Station_47,Station_32,14:25:47,14:41:10,0.6,1.4,Clear,35.7,92.1,31.5,0.2,None,0,45,1,0,5,Summer,0
T07178,2023-10-27,14:30:10,Train,Route_10,Station_33,Station_5,21:19:49,21:15:29,1.3,-2.8,Clear,24.2,58.6,44.3,0.2,Sports,9100,76,0,0,3,Autumn,0
T07179,2023-10-27,03:38:36,Tram,Route_20,Station_11,Station_8,05:47:07,06:21:38,13.3,46.3,Rain,11.0,73.8,53.9,29.5,None,0,73,0,0,6,Winter,1
T07180,2023-10-27,22:19:37,Tram,Route_13,Station_26,Station_1,10:38:27,11:46:00,1.6,13.6,Cloudy,31.5,40.5,75.8,1.0,Protest,39468,49,0,0,5,Spring,1
T07181,2023-10-27,06:12:32,Tram,Route_1,Station_40,Station_20,07:46:08,08:53:36,0.0,-1.0,Clear,21.0,77.9,5.2,1.1,Festival,29254,70,1,0,5,Spring,0
T07182,2023-10-27,12:45:43,Train,Route_11,Station_3,Station_17,10:13:18,11:31:11,16.0,42.4,Rain,18.7,95.2,53.9,30.8,Parade,8724,22,0,0,6,Winter,1
T07183,2023-10-27,01:29:17,Bus,Route_12,Station_30,Station_17,11:42:11,11:09:33,9.0,38.5,Rain,-0.9,96.5,12.3,16.3,Protest,46055,23,0,0,3,Summer,1
T07184,2023-10-27,19:12:00,Tram,Route_1,Station_33,Station_16,11:07:39,11:54:56,15.0,17.3,Storm,4.2,83.8,0.3,24.2,None,0,50,0,1,5,Summer,1
T07185,2023-10-27,05:09:28,Bus,Route_8,Station_27,Station_47,19:09:45,20:20:58,1.4,2.5,Clear,-3.2,52.0,66.2,0.6,None,0,27,0,0,6,Summer,0
T07186,2023-10-27,02:04:52,Train,Route_18,Station_33,Station_22,20:59:27,20:34:53,10.8,34.4,Snow,-1.2,34.7,76.2,17.3,None,0,91,0,0,3,Winter,1
T07187,2023-10-27,06:25:38,Tram,Route_8,Station_45,Station_41,15:51:09,15:44:09,8.7,38.2,Rain,35.1,41.3,24.5,23.9,None,0,30,0,0,5,Spring,1
T07188,2023-10-27,13:51:15,Bus,Route_10,Station_7,Station_12,08:11:04,08:43:23,2.3,37.7,Fog,30.6,80.2,36.8,0.1,Parade,49045,54,0,0,4,Spring,1
T07189,2023-10-27,07:33:21,Tram,Route_5,Station_29,Station_25,10:12:11,10:35:21,2.2,17.7,Clear,5.0,42.6,47.1,1.3,None,0,69,0,1,6,Winter,1
T07190,2023-10-27,08:58:36,Bus,Route_2,Station_40,Station_4,18:01:19,19:47:17,10.4,31.4,Cloudy,5.9,42.5,48.3,0.8,Sports,35624,86,0,1,4,Summer,1
T07191,2023-10-27,01:56:31,Tram,Route_7,Station_42,Station_13,05:44:04,05:22:20,2.5,0.3,Clear,17.1,41.9,66.7,1.2,None,0,13,0,0,5,Summer,0
T07192,2023-10-27,17:29:29,Train,Route_16,Station_24,Station_4,10:02:18,10:55:07,11.2,18.9,Rain,9.9,45.7,27.5,22.8,None,0,49,0,1,6,Autumn,1
T07193,2023-10-27,08:36:02,Metro,Route_20,Station_50,Station_2,22:10:39,23:13:39,12.0,36.9,Rain,20.0,63.6,48.7,32.2,Protest,2657,17,0,1,0,Autumn,1
T07194,2023-10-27,21:47:05,Train,Route_14,Station_17,Station_10,14:16:34,14:49:07,1.6,2.3,Clear,4.8,75.7,7.0,1.1,Concert,12120,12,0,0,0,Autumn,0
T07195,2023-10-27,09:18:41,Metro,Route_17,Station_23,Station_8,14:13:50,14:57:36,13.7,11.5,Clear,13.3,51.1,65.8,0.2,Parade,36549,36,0,1,2,Spring,1
T07196,2023-10-27,17:56:58,Train,Route_13,Station_42,Station_16,13:07:18,14:26:50,12.0,23.5,Storm,36.2,50.9,53.1,19.1,Concert,34031,53,0,1,4,Winter,1
T07197,2023-10-27,07:29:22,Tram,Route_14,Station_22,Station_38,20:46:31,21:01:13,4.3,32.3,Cloudy,15.7,86.5,48.0,1.4,Sports,14844,35,0,1,3,Summer,1
T07198,2023-10-27,02:44:53,Train,Route_9,Station_18,Station_8,18:32:58,18:58:19,2.7,2.2,Fog,34.4,35.9,4.6,0.2,None,0,12,0,0,6,Summer,0
T07199,2023-10-27,15:45:50,Bus,Route_2,Station_28,Station_31,11:56:36,12:33:55,11.7,26.6,Storm,18.9,68.9,4.0,29.9,Concert,7100,37,0,0,0,Spring,1
T07200,2023-10-27,14:19:25,Tram,Route_9,Station_32,Station_19,17:49:55,17:10:49,0.1,2.6,Clear,14.2,64.4,6.7,0.2,Festival,3174,29,0,0,2,Spring,0
T07201,2023-10-28,23:39:52,Metro,Route_18,Station_49,Station_21,17:44:55,18:48:15,3.7,13.2,Rain,18.0,56.8,18.5,10.4,None,0,31,0,0,1,Autumn,1
T07202,2023-10-28,17:51:54,Tram,Route_11,Station_31,Station_47,14:07:05,14:27:31,8.8,41.3,Rain,28.3,92.2,34.2,25.9,None,0,26,0,1,4,Autumn,1
T07203,2023-10-28,15:11:26,Tram,Route_16,Station_10,Station_24,06:30:55,06:34:35,8.3,44.6,Cloudy,39.9,20.9,35.0,1.1,None,0,82,0,0,1,Summer,1
T07204,2023-10-28,00:15:11,Bus,Route_2,Station_3,Station_14,15:39:28,15:58:13,-0.5,-1.0,Cloudy,-3.7,84.2,12.5,1.2,None,0,31,0,0,1,Autumn,0
T07205,2023-10-28,19:57:39,Bus,Route_5,Station_49,Station_12,11:09:52,11:35:45,14.7,32.7,Snow,18.3,52.6,35.5,18.6,None,0,78,0,1,4,Winter,1
T07206,2023-10-28,04:46:27,Metro,Route_6,Station_22,Station_9,16:48:26,16:31:12,0.8,-0.4,Clear,25.2,85.9,41.3,1.4,None,0,31,0,0,0,Summer,0
T07207,2023-10-28,17:29:24,Train,Route_8,Station_11,Station_41,19:37:39,19:25:56,12.6,18.9,Clear,13.2,56.2,8.0,0.8,None,0,74,0,1,6,Spring,1
T07208,2023-10-28,16:58:42,Bus,Route_20,Station_12,Station_34,19:38:39,20:36:53,0.1,-0.8,Cloudy,20.7,34.5,9.9,0.3,Concert,16239,88,0,0,0,Spring,0
T07209,2023-10-28,19:11:44,Tram,Route_10,Station_6,Station_14,21:17:36,21:40:12,10.3,44.5,Rain,-2.6,65.2,59.5,26.6,Protest,28312,36,0,1,2,Autumn,1
T07210,2023-10-28,07:36:06,Train,Route_14,Station_10,Station_25,10:44:33,11:09:15,12.3,37.4,Cloudy,7.6,97.9,79.8,1.3,Protest,29727,44,0,1,3,Autumn,1
T07211,2023-10-28,11:25:44,Train,Route_13,Station_40,Station_26,12:06:41,12:34:01,2.1,1.2,Clear,12.0,28.6,14.9,0.9,Sports,13179,28,0,0,0,Spring,0
T07212,2023-10-28,01:02:15,Bus,Route_9,Station_33,Station_3,12:10:32,12:02:16,11.8,37.5,Cloudy,13.3,90.8,37.1,0.6,Concert,18768,81,1,0,0,Summer,1
T07213,2023-10-28,08:56:55,Metro,Route_20,Station_30,Station_46,09:44:12,09:44:15,0.7,-1.2,Cloudy,25.7,69.8,15.0,1.2,None,0,10,0,1,6,Summer,0
T07214,2023-10-28,21:10:17,Bus,Route_5,Station_1,Station_40,16:07:47,17:26:16,4.0,29.6,Rain,35.6,85.8,4.7,21.8,Protest,35091,14,0,0,4,Autumn,1
T07215,2023-10-28,04:56:40,Bus,Route_1,Station_34,Station_27,19:35:01,19:28:23,16.1,19.8,Snow,-2.3,86.0,14.4,22.0,None,0,42,0,0,0,Winter,1
T07216,2023-10-28,22:34:18,Bus,Route_15,Station_49,Station_36,22:03:14,22:33:19,1.6,-0.4,Cloudy,15.2,29.8,28.8,0.4,None,0,19,0,0,2,Summer,0
T07217,2023-10-28,01:42:58,Metro,Route_14,Station_47,Station_6,05:56:27,06:26:26,9.4,37.2,Rain,12.9,51.8,43.9,23.7,Concert,11725,76,0,0,2,Winter,1
T07218,2023-10-28,08:04:44,Bus,Route_6,Station_20,Station_49,18:27:26,18:57:51,14.2,35.1,Rain,38.4,65.8,41.9,15.2,None,0,25,0,1,0,Autumn,1
T07219,2023-10-28,09:46:46,Tram,Route_18,Station_31,Station_33,09:01:47,09:17:33,4.2,33.0,Rain,26.8,85.4,36.0,30.1,Sports,8150,93,0,1,3,Winter,1
T07220,2023-10-28,23:57:13,Bus,Route_4,Station_15,Station_47,19:44:47,20:27:47,9.7,38.0,Fog,38.0,44.0,28.8,0.2,Sports,8705,37,0,0,1,Winter,1
T07221,2023-10-28,13:58:31,Tram,Route_6,Station_45,Station_44,09:10:45,10:30:45,0.5,4.0,Clear,17.6,97.1,30.6,1.1,Festival,3161,28,0,0,4,Autumn,0
T07222,2023-10-28,20:26:48,Metro,Route_4,Station_46,Station_30,07:00:03,08:17:06,9.6,28.7,Rain,23.2,23.4,0.2,21.9,Protest,8526,12,0,0,5,Summer,1
T07223,2023-10-28,20:35:07,Tram,Route_4,Station_12,Station_15,14:00:22,15:25:14,15.4,17.4,Rain,33.4,65.7,17.9,33.8,Concert,23793,19,0,0,2,Autumn,1
T07224,2023-10-28,13:23:04,Tram,Route_15,Station_25,Station_35,17:59:12,17:31:49,12.9,19.9,Rain,-3.4,71.9,13.9,29.5,Concert,29289,12,0,0,2,Spring,1
T07225,2023-10-29,17:48:06,Metro,Route_15,Station_12,Station_26,08:47:10,08:05:08,1.6,-2.3,Clear,36.6,66.1,46.6,0.2,Protest,20144,10,0,1,4,Spring,0
T07226,2023-10-29,17:32:49,Metro,Route_13,Station_31,Station_21,06:34:21,06:02:25,12.4,36.9,Clear,16.4,24.8,35.7,1.2,Protest,47658,69,0,1,5,Summer,1
T07227,2023-10-29,12:49:20,Bus,Route_18,Station_15,Station_36,16:12:34,17:14:06,4.2,32.7,Clear,38.3,56.3,17.5,1.2,None,0,91,0,0,2,Autumn,1
T07228,2023-10-29,22:26:28,Train,Route_2,Station_35,Station_45,05:25:12,05:29:21,-1.0,-2.9,Clear,-4.6,35.4,10.5,0.3,None,0,99,0,0,5,Autumn,0
T07229,2023-10-29,10:10:16,Train,Route_13,Station_50,Station_9,13:55:06,14:22:56,3.9,45.4,Clear,-0.8,63.5,54.1,1.1,Sports,20547,91,0,0,2,Spring,1
T07230,2023-10-29,17:13:32,Metro,Route_3,Station_44,Station_28,12:00:20,12:10:36,14.1,30.1,Clear,-1.6,49.3,72.0,0.6,Parade,40064,63,0,1,5,Summer,1
T07231,2023-10-29,08:02:29,Metro,Route_20,Station_10,Station_39,05:40:02,05:28:30,9.2,50.3,Clear,-2.5,86.1,20.4,0.8,Concert,6659,97,0,1,2,Autumn,1
T07232,2023-10-29,08:01:04,Metro,Route_13,Station_7,Station_17,18:20:51,18:25:02,2.9,-1.4,Clear,1.0,25.1,49.2,1.4,Protest,26597,62,0,1,4,Summer,0
T07233,2023-10-29,08:40:44,Tram,Route_16,Station_41,Station_18,05:11:17,06:07:16,6.5,16.5,Storm,10.0,54.2,12.9,26.4,Protest,41565,20,0,1,6,Summer,1
T07234,2023-10-29,04:43:47,Tram,Route_12,Station_5,Station_1,18:15:56,19:22:32,1.7,2.5,Fog,1.0,88.7,19.3,0.6,Parade,25102,14,0,0,5,Winter,0
T07235,2023-10-29,19:29:24,Tram,Route_8,Station_21,Station_17,22:33:57,22:19:00,8.8,42.8,Cloudy,1.5,72.4,14.7,1.3,Concert,28813,63,0,1,2,Summer,1
T07236,2023-10-29,10:21:47,Bus,Route_14,Station_50,Station_30,08:15:35,08:32:06,14.0,36.8,Rain,15.2,34.1,43.4,33.5,None,0,74,0,0,3,Winter,1
T07237,2023-10-29,16:25:54,Train,Route_17,Station_23,Station_49,19:45:00,19:07:47,5.2,27.8,Cloudy,23.2,84.6,3.4,0.2,Sports,49610,99,0,0,1,Spring,1
T07238,2023-10-29,04:12:25,Tram,Route_4,Station_1,Station_27,09:59:22,09:49:17,8.9,30.8,Clear,-3.0,46.8,37.2,0.6,None,0,75,0,0,3,Summer,1
T07239,2023-10-29,16:02:00,Tram,Route_18,Station_49,Station_15,15:35:44,15:16:51,0.5,1.4,Fog,20.9,61.8,72.1,0.7,Festival,22850,49,0,0,4,Winter,0
T07240,2023-10-29,00:16:07,Train,Route_15,Station_36,Station_41,20:10:59,21:05:23,-0.7,-1.5,Cloudy,21.2,66.9,11.2,0.8,Concert,7870,47,0,0,0,Spring,0
T07241,2023-10-29,15:45:58,Metro,Route_2,Station_17,Station_10,17:26:53,17:28:11,2.6,1.2,Fog,9.4,29.4,47.3,0.3,None,0,27,0,0,2,Spring,0
T07242,2023-10-29,10:08:20,Metro,Route_19,Station_31,Station_10,17:51:39,18:34:07,6.9,32.7,Clear,3.5,72.9,3.3,0.7,Sports,5740,81,0,0,6,Winter,1
T07243,2023-10-29,02:42:47,Bus,Route_4,Station_31,Station_27,16:10:42,16:45:19,0.4,-1.0,Cloudy,23.5,74.7,44.0,0.3,Festival,7693,52,0,0,6,Summer,0
T07244,2023-10-29,07:29:31,Tram,Route_13,Station_28,Station_41,17:49:36,17:45:13,3.5,21.3,Clear,30.2,70.7,63.4,0.6,Protest,31114,57,0,1,5,Summer,1
T07245,2023-10-29,00:29:04,Metro,Route_3,Station_49,Station_11,19:49:39,19:44:24,-1.0,3.6,Clear,7.8,74.1,15.6,0.9,Protest,13013,67,0,0,5,Autumn,0
T07246,2023-10-29,02:05:35,Tram,Route_4,Station_40,Station_1,08:03:03,08:57:04,15.9,13.1,Rain,17.9,39.2,30.6,17.5,None,0,13,0,0,4,Summer,1
T07247,2023-10-29,19:42:15,Bus,Route_13,Station_13,Station_37,08:28:25,09:04:26,4.0,43.1,Clear,-0.5,38.4,33.3,0.0,None,0,86,0,1,3,Winter,1
T07248,2023-10-29,20:45:28,Train,Route_14,Station_50,Station_30,21:34:44,21:34:24,5.5,13.7,Cloudy,30.2,39.9,69.0,1.0,Concert,5325,10,0,0,4,Winter,1
T07249,2023-10-30,19:08:30,Tram,Route_14,Station_49,Station_35,08:27:10,08:07:06,1.9,0.5,Clear,24.8,41.1,3.4,0.8,None,0,71,0,1,1,Autumn,0
T07250,2023-10-30,02:52:17,Metro,Route_7,Station_3,Station_20,21:52:29,21:19:24,1.8,3.3,Rain,14.3,49.0,25.4,8.4,None,0,16,1,0,4,Winter,0
T07251,2023-10-30,14:53:10,Tram,Route_17,Station_15,Station_6,07:48:27,07:58:01,8.5,35.3,Fog,22.2,40.0,7.8,0.1,Parade,11436,80,0,0,3,Spring,1
T07252,2023-10-30,15:10:53,Metro,Route_1,Station_31,Station_17,11:59:15,11:55:12,12.7,15.2,Snow,38.0,97.4,52.7,10.8,Concert,846,21,0,0,0,Spring,1
T07253,2023-10-30,08:01:38,Train,Route_18,Station_44,Station_24,05:54:14,05:56:24,3.4,23.0,Fog,20.3,26.7,41.0,1.4,Concert,27239,92,0,1,1,Winter,1
T07254,2023-10-30,13:06:11,Train,Route_7,Station_36,Station_22,17:11:54,18:04:05,9.1,48.6,Storm,14.2,87.9,42.7,15.1,None,0,81,0,0,2,Summer,1
T07255,2023-10-30,06:18:07,Bus,Route_13,Station_29,Station_45,16:35:56,16:33:38,2.9,-2.7,Clear,15.4,48.5,14.0,1.5,Festival,47958,22,0,0,4,Autumn,0
T07256,2023-10-30,23:34:47,Metro,Route_19,Station_16,Station_12,20:13:56,20:10:25,9.1,37.3,Rain,3.2,68.6,29.6,22.1,Parade,38598,95,0,0,2,Autumn,1
T07257,2023-10-30,05:25:10,Train,Route_6,Station_5,Station_16,18:55:32,19:47:47,8.9,23.5,Cloudy,35.9,45.3,69.9,1.5,Parade,12709,37,0,0,1,Spring,1
T07258,2023-10-30,06:04:42,Metro,Route_9,Station_45,Station_10,18:39:57,18:01:50,2.2,3.1,Cloudy,19.8,92.2,49.5,1.3,None,0,16,0,0,5,Spring,0
T07259,2023-10-30,18:48:00,Bus,Route_17,Station_27,Station_29,13:24:43,14:21:21,8.8,27.6,Rain,12.8,25.3,68.9,19.1,None,0,34,0,1,3,Winter,1
T07260,2023-10-30,05:43:17,Bus,Route_18,Station_23,Station_41,14:50:56,15:21:45,7.8,36.9,Storm,37.1,41.1,50.4,31.8,Concert,47837,72,0,0,4,Winter,1
T07261,2023-10-30,21:09:28,Bus,Route_5,Station_49,Station_45,17:13:13,18:40:17,14.7,22.9,Rain,19.8,96.9,45.9,18.0,Parade,35073,56,0,0,2,Autumn,1
T07262,2023-10-30,15:22:11,Bus,Route_11,Station_9,Station_12,07:52:30,07:24:22,13.6,33.4,Cloudy,1.6,48.6,71.9,1.0,None,0,63,0,0,2,Autumn,1
T07263,2023-10-30,21:13:45,Train,Route_7,Station_13,Station_22,08:26:57,09:58:16,7.2,47.6,Fog,26.2,40.1,40.1,0.5,None,0,90,0,0,4,Autumn,1
T07264,2023-10-30,13:02:57,Train,Route_11,Station_43,Station_37,08:47:05,08:11:47,1.7,3.0,Clear,38.5,43.7,57.4,0.9,None,0,19,0,0,2,Winter,0
T07265,2023-10-30,23:43:34,Metro,Route_8,Station_15,Station_3,22:32:21,22:25:32,0.2,-0.8,Rain,32.2,29.2,9.5,8.7,Protest,25595,87,0,0,6,Spring,0
T07266,2023-10-30,19:13:28,Metro,Route_1,Station_48,Station_36,09:40:07,10:15:24,-0.9,3.2,Cloudy,12.1,47.2,14.8,0.7,Sports,44144,45,1,1,5,Summer,0
T07267,2023-10-30,19:44:03,Train,Route_19,Station_43,Station_7,11:56:40,11:32:48,11.5,23.2,Clear,31.4,45.5,36.4,1.1,Festival,40185,75,0,1,6,Autumn,1
T07268,2023-10-30,04:53:40,Tram,Route_13,Station_5,Station_2,08:34:58,08:16:59,2.3,1.0,Clear,16.7,42.3,27.5,1.2,None,0,63,0,0,5,Spring,0
T07269,2023-10-30,19:51:33,Tram,Route_10,Station_23,Station_6,14:51:48,14:54:49,16.0,17.6,Storm,13.2,26.5,18.7,27.4,None,0,17,0,1,0,Winter,1
T07270,2023-10-30,07:41:42,Metro,Route_3,Station_38,Station_45,17:52:49,17:54:14,-1.8,-0.8,Clear,20.0,67.6,26.4,1.1,Concert,5681,18,0,1,5,Autumn,0
T07271,2023-10-30,19:45:42,Tram,Route_2,Station_25,Station_35,20:25:11,20:31:28,-0.4,2.6,Cloudy,-1.5,74.9,54.7,0.8,Sports,794,18,0,1,1,Winter,0
